PYTHON_NUMBER,CEO_1,CEO_2,CEO_3,LEVEL,GENDER,AGE,ETHNICITY,ETHNICITY_2,COUNTRY,JOB_PROFILE,WORKING_PATTERN,CURRENT_SALARY,SALARY_INCREASE_PCT,NEW_SALARY_FTE,NEW_SALARY,CURRENT_SALARY_FOR_THOSE_WITH_INCREASE,HAS_SALARY_INCREASE,SALARY_ELIGIBLE,BONUS_ELIGIBLE,SALARY_MAVP_FOR_DISCRETIONARY_AWARD,DISCRETIONARY_RATIONALE,DISCRETIONARY_AMOUNT,DISCRETIONARY_BONUS_PCT,BONUS_OPPORTUNITY,DIVISION
1010,Wealth Businesses (Emma Crystal),Banking & Lending (Dylan Williams),"Private Banking, Products and Solutions – Everyday Banking (Alison Graham)",C,Male,41 - 50,White,White,United Kingdom,Product Manager - Private Banking C9,Full time,65027.34,0.0384,67527.34,67527.34,65027.34,1,Yes,Yes,65027.34,Performing,13000.0,0.199916,0.25,Private Banking & Wealth Management
32347,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Frontline Support (Jane Law),B,Female,21 - 30,White,White,United Kingdom,Controls Assurance B7,Full time,34452.0,0.0654,36705.15,36705.15,34452.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32348,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,21 - 30,White,White,United Kingdom,Customer Service Associate Telephony (Volume) A4,Part time,16167.84,0.0573,28490.516667,17094.31,16167.84,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32351,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),A,Male,65 and over,White,White,United Kingdom,Customer Service & Operations Analyst (Volume) A4,Part time,19322.83,0.045,27180.454974,20192.36,19322.83,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32353,Risk (Keiran Foad),Non-Financial Risk (Marcus Wogart),,D,Female,41 - 50,White,White,United Kingdom,Head of Conduct and Compliance D14,Full time,340000.0,0.0,340000.0,340000.0,0.0,0,Yes,Yes,340000.0,Performing,295000.0,0.867647,1.0,Risk
22202,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Chief Operating Office (APAC) (Tom Costello),C,Female,31 - 40,White,White,United Kingdom,Risk & Controls Analyst C9,Part time,30000.0,0.0,60000.0,30000.0,0.0,0,Yes,Yes,30000.0,Performing,2600.0,0.086667,0.25,NatWest Markets
32355,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Female,31 - 40,White,White,United Kingdom,Mortgage Specialist (Regulated) B7,Full time,38421.76,0.045,40150.74,40150.74,38421.76,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32357,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),B,Female,21 - 30,White,White,United Kingdom,Customer Service & Operations Analyst - Fraud Prevention B5,Part time,25672.01,0.045,30289.319183,26827.25,25672.01,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
21625,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Trading (Simon Manwaring),C,Female,31 - 40,White,White,United States of America,Business Management - T&FS Product Vice President C11,Full time,127558.09,0.0,127558.09,127558.09,0.0,0,Yes,Yes,127558.09,Performing,25056.05,0.196429,0.25,NatWest Markets
32361,Chief Audit Office (Nicholas Curle),IA Finance & Wealth (Joanne O'Donnell),Audit Treasury & Capital (Craig Ivey),C,Male,21 - 30,White,White,United Kingdom,Audit Manager - Treasury & Capital C9,Full time,78761.2,0.0444,82261.2,82261.2,78761.2,1,Yes,Yes,78761.2,Performing,14500.0,0.184101,0.25,Audit
32363,Chief Audit Office (Nicholas Curle),Audit Services & Corporate Functions (Amra Mirza),Audit Payments and Fraud (Dominic Hunt),B,Female,21 - 30,White,White,United Kingdom,Senior Auditor B7,Full time,57533.28,0.0347,59528.28,59528.28,57533.28,1,Yes,,0.0,,0.0,0.0,0.0,Audit
32366,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Commercial Mid-Market (Andrew Gray),Commercial Mid-Market - Portfolio Management (David Harris),C,Female,21 - 30,White,White,United Kingdom,PM Portfolio Manager - SPM Manager C9,Full time,76466.2,0.0399,79520.19,79520.19,76466.2,1,Yes,Yes,76466.2,Performing,9345.0,0.122211,0.25,C&I RFB
32367,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Commercial Mid-Market (Andrew Gray),Commercial Mid-Market - Specialist Businesses (Paul Edwards),C,Female,21 - 30,White,White,United Kingdom,Corporate Relationship Manager - Asset Finance Specialist Sectors C9,Full time,49480.0,0.1011,54480.0,54480.0,49480.0,1,Yes,Yes,49480.0,Performing,12000.0,0.242522,0.25,C&I RFB
32371,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Digital Banking (Jonathan Hall),B,Female,21 - 30,White,White,United Kingdom,UX Designer B7,Full time,51427.92,0.0452,53752.45,53752.45,51427.92,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32373,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Male,31 - 40,White,White,United Kingdom,"Customer Service & Operations Delivery Analyst, Anti-Money Laundering B7",Full time,42703.07,0.0593,45236.23,45236.23,42703.07,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32374,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Chief of Staff and Growth Office (Richard Bolingbroke),Team (Anitha Baliga),B,Male,51 - 60,White,White,United Kingdom,Committee Secretariat B7,Full time,56457.21,0.045,58997.78,58997.78,56457.21,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32375,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),New Customer Propositions (Miles Hillier),C,Male,21 - 30,White,White,United Kingdom,Digital Innovation Product Owner C9,Full time,68635.0,0.0801,74135.0,74135.0,68635.0,1,Yes,Yes,68635.0,Performing,17634.98,0.256939,0.25,NatWest Digital X
32376,Chief Audit Office (Nicholas Curle),Audit Data Analytics (Aman Chatur),Audit Data Analytics (Bendell Stow),B,Male,21 - 30,White,White,United Kingdom,Senior Auditor - Data Analytics B7,Full time,65130.64,0.04,67735.87,67735.87,65130.64,1,Yes,,0.0,,0.0,0.0,0.0,Audit
32378,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Services (Mansoor Aboobakker Kuttil Ali),C,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Function Leader - Anti-Money Laundering C11,Full time,77500.0,0.0387,80500.0,80500.0,77500.0,1,Yes,Yes,77500.0,Performing,20000.0,0.258065,0.25,Customer & Operations
32380,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,51 - 60,White,White,United Kingdom,Personal Banker (Volume) A4,Part time,11175.5,0.04,29056.3,11622.52,11175.5,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32385,Chief Audit Office (Nicholas Curle),Commercial and Institutional (Gregory Warland),NatWest Markets & E-Trading (Danish Niaz),C,Male,21 - 30,White,White,United Kingdom,Audit Manager - NatWest Markets C9,Full time,54279.0,0.03,55907.37,55907.37,54279.0,1,Yes,,0.0,,0.0,0.0,0.0,Audit
32387,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Corporate & Institutional Banking (Isabelle Girolami),Structured Finance (David Basra),C,Male,21 - 30,White,White,United Kingdom,Securitisation Vice President (Regulated) C9,Full time,100000.0,0.2,120000.0,120000.0,100000.0,1,Yes,Yes,100000.0,Performing,32500.0,0.325,0.75,C&I RFB
32388,People (Maria Kokkinou),Commercial & Institutional and Inclusion (Anjali Tull),RBSI HR (Joanna Kingsley-Rowe),C,Male,21 - 30,White,White,United Kingdom,Performance & Business Management Manager C9,Full time,47547.4,0.0442,49647.4,49647.4,47547.4,1,Yes,Yes,47547.4,Performing,7500.0,0.157737,0.25,People
32389,People (Maria Kokkinou),Commercial & Institutional and Inclusion (Anjali Tull),Learning & Development (Gavin McQuillan),C,Female,21 - 30,White,White,United Kingdom,Community Learning Consultant C9,Full time,47641.89,0.045,49785.78,49785.78,47641.89,1,Yes,Yes,47641.89,Performing,6000.0,0.12594,0.25,People
32391,"Strategy, Economics & Corporate Development (Peter Norton)",Sustainable Banking (Kirsten Britz),Team (Maria Carvalho),C,Male,21 - 30,White,White,United Kingdom,Sustainability Insights & Research Lead C11,Full time,76679.58,0.03,78979.97,78979.97,76679.58,1,Yes,Yes,76679.58,Performing,10860.0,0.141628,0.25,"Strategy, Economics & Corporate Development"
32393,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Balance Sheet Management (Robert Lloyd),Customer Lending Support (Stephen Hair) (Stephen Hair.),C,Female,21 - 30,White,White,United Kingdom,"Complex & International Relationship Manager, Customer Lending Support C9",Full time,86880.43,0.0365,90052.44,90052.44,86880.43,1,Yes,Yes,86880.43,Performing,18500.0,0.212936,0.5,C&I RFB
32394,People (Maria Kokkinou),Culture and Capability (Michelle Blayney),"Diversity, Equity and Inclusion (Elizabeth Burton)",B,Male,31 - 40,White,White,United Kingdom,Project Analyst B7,Full time,42885.22,0.04,44600.63,44600.63,42885.22,1,Yes,,0.0,,0.0,0.0,0.0,People
1119,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),,C,Male,41 - 50,White,White,United Kingdom,Strategy & Design Manager C11,Full time,77837.81,0.0771,83837.81,83837.81,77837.81,1,Yes,Yes,77837.81,Performing,19459.45,0.25,0.25,Private Banking & Wealth Management
1170,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Shona Pushpaharan),C,Male,51 - 60,White,White,United Kingdom,Commercial Banker - Private Banking C11,Full time,105038.31,0.0225,107401.67,107401.67,105038.31,1,Yes,Yes,105038.31,Performing,25000.0,0.238008,0.25,Private Banking & Wealth Management
32398,People (Maria Kokkinou),Culture and Capability (Michelle Blayney),Perform (Mark Heywood),C,Female,21 - 30,White,White,United Kingdom,Colleague Journey Developer C9,Full time,43420.0,0.06,46025.2,46025.2,43420.0,1,Yes,Yes,43420.0,Performing,8000.0,0.184247,0.25,People
32400,Retail Banking (Solange Chamberlain),Retail Chief Operating Office (Martin Wise),Digital Transformation (Nirojan Nirmalan),B,Female,21 - 30,White,White,United Kingdom,Product Design B7,Full time,56638.21,0.0625,60179.93,60179.93,56638.21,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32401,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),RBSI Exco (Jane Howard),RBSI CIO (Teresa Kingswood),C,Male,21 - 30,White,White,United Kingdom,Strategy and Innovation Manager C9,Full time,57705.0,0.0503,60605.0,60605.0,57705.0,1,Yes,Yes,57705.0,Performing,10000.0,0.173295,0.25,RBS International
32403,Marketing (Margaret Jobling),Digital Marketing & Media (Marty Carroll),Planning (Lynn Beades),C,Female,41 - 50,White,White,United Kingdom,WoW - Release Train Manager C11,Full time,87682.32,0.0399,91182.32,91182.32,87682.32,1,Yes,Yes,87682.32,Performing,14905.99,0.17,0.25,Marketing
1218,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Client Coverage - Team (Warren Thompson),C,Male,51 - 60,White,White,United Kingdom,Private Banker (Regulated) C11,Full time,102005.83,0.0225,104300.96,104300.96,102005.83,1,Yes,Yes,102005.83,Performing,14000.0,0.137247,0.5,Private Banking & Wealth Management
32408,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,51 - 60,White,White,United Kingdom,Customer Service Associate A4,Full time,27296.0,0.04,28387.84,28387.84,27296.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32410,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),One bank Customer Analytics (Corinne King.),C,Female,31 - 40,White,White,United Kingdom,Data Scientist C9,Full time,84870.63,0.0295,87370.63,87370.63,84870.63,1,Yes,Yes,84870.63,Performing,11881.89,0.14,0.25,NatWest Digital X
32412,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,41 - 50,White,White,United Kingdom,Personal Banker (Volume) A4,Full time,27126.4,0.053,28563.73,28563.73,27126.4,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32414,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Corporate & Institutional Banking (Isabelle Girolami),Structured Finance (David Basra),C,Female,21 - 30,White,White,United Kingdom,Structured Finance - Regional SF C9,Full time,62000.0,0.0915,67670.0,67670.0,62000.0,1,Yes,Yes,62000.0,Performing,23000.0,0.370968,0.75,C&I RFB
32423,NatWest Digital X (Scott Marcar),Digital X COO (Victoria Cleverley),Business Management and Operations (Joanna King),A,Female,41 - 50,White,White,United Kingdom,Leadership Support Assistant A4,Full time,28910.4,0.04,30066.82,30066.82,28910.4,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
32425,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Male,21 - 30,White,White,United Kingdom,Complaints Handler B7,Full time,38202.77,0.105,42215.92,42215.92,38202.77,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32428,People (Maria Kokkinou),Commercial & Institutional and Inclusion (Anjali Tull),Transitions Goal (Carly Waller),B,Female,31 - 40,White,White,United Kingdom,Customer Service Analyst B5,Part time,29189.33,0.0465,32395.248701,30545.48,29189.33,1,Yes,,0.0,,0.0,0.0,0.0,People
32433,NatWest Digital X (Scott Marcar),GCOO CDIO & India Hub (Ruchika Panesar),,D,Male,51 - 60,White,White,United Kingdom,WoW - Technology Domain Lead D14,Full time,300000.0,0.05,315000.0,315000.0,300000.0,1,Yes,Yes,300000.0,Performing,246661.11,0.822204,0.5,NatWest Digital X
1244,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),"Market Leader, England & Wales (Mark Simmons)",C,Male,61 - 64,White,White,United Kingdom,Wealth Manager (Regulated) C9,Full time,71418.39,0.0401,74280.3,74280.3,71418.39,1,Yes,Yes,71418.39,Performing,17854.0,0.249992,0.25,Private Banking & Wealth Management
32436,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,31 - 40,White,White,United Kingdom,Personal Banker (Volume) A4,Part time,17323.84,0.0578,28504.37082,18325.46,17323.84,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32437,Customer & Operations (James Holian),Supply Chain (Ken McHugo),Supply Chain - Technology (Jonathan White),C,Female,31 - 40,White,White,United Kingdom,Supply Chain Delivery Manager C11,Full time,86487.5,0.0291,89000.0,89000.0,86487.5,1,Yes,Yes,86487.5,Performing,20000.0,0.231247,0.25,Customer & Operations
32439,Retail Banking (Solange Chamberlain),Retail Chief Operating Office (Martin Wise),Transactions and Transformation (Luke Clark),C,Female,21 - 30,White,White,United Kingdom,Experience Manager C9,Full time,48624.24,0.0488,50999.24,50999.24,48624.24,1,Yes,Yes,48624.24,Performing,7000.0,0.143961,0.25,Retail Banking
32441,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Finance Reporting and Control (Lesley McGill),C,Male,51 - 60,White,White,United Kingdom,Financial Control & Reporting Manager C11,Full time,74412.27,0.031,76719.27,76719.27,74412.27,1,Yes,Yes,74412.27,Performing,10975.82,0.1475,0.25,Finance
32446,Risk (Keiran Foad),DoR C&I RFB (Stuart Johnstone),Risk & Compliance Oversight C&I Products (Jane Seabridge),D,Male,41 - 50,White,White,United Kingdom,Risk Oversight Lead D12,Full time,102000.0,0.0402,106100.0,106100.0,102000.0,1,Yes,Yes,102000.0,Performing,22250.0,0.218137,0.5,Risk
32449,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Female,21 - 30,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,39560.4,0.0303,40760.4,40760.4,39560.4,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
1345,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Shona Pushpaharan),C,Male,51 - 60,White,White,United Kingdom,Commercial Banker - Private Banking C11,Full time,70581.03,0.025,72345.56,72345.56,70581.03,1,Yes,Yes,70581.03,Performing,0.0,0.0,0.25,Private Banking & Wealth Management
32452,NatWest Digital X (Scott Marcar),Security (Chris Ulliott),Security - Security Information and Governance (John McDiarmid),B,Female,31 - 40,White,White,United Kingdom,WoW - Security Analyst B5,Full time,36673.11,0.0546,38674.85,38674.85,36673.11,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
32453,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),B,Male,31 - 40,White,White,United Kingdom,Branch Manager B8,Full time,42075.0,0.045,43968.38,43968.38,42075.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32454,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Digital Banking (Jonathan Hall),C,Female,41 - 50,White,White,United Kingdom,Digital Service Manager C9,Full time,57568.91,0.0341,59529.91,59529.91,57568.91,1,Yes,Yes,57568.91,Performing,7000.0,0.121593,0.25,C&I RFB
32456,Customer & Operations (James Holian),Supply Chain (Ken McHugo),Supply Chain - Technology (Jonathan White),C,Female,31 - 40,White,White,United Kingdom,Supply Chain Delivery Manager C9,Part time,36032.05,0.025,53861.528365,36932.85,36032.05,1,Yes,Yes,36032.05,Performing,3747.0,0.103991,0.25,Customer & Operations
32457,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),D&A COO (Grayson Thomas),C,Male,41 - 50,White,White,United Kingdom,Project Officer C9,Full time,51208.0,0.0859,55608.0,55608.0,51208.0,1,Yes,Yes,51208.0,Performing,8500.0,0.16599,0.25,NatWest Digital X
1410,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),,C,Male,51 - 60,White,White,United Kingdom,Strategy & Design Manager C11,Full time,71670.59,0.0225,73283.18,73283.18,71670.59,1,Yes,Yes,71670.59,Performing,6000.0,0.083716,0.25,Private Banking & Wealth Management
32464,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),B,Male,31 - 40,White,White,United Kingdom,Lead Personal Banker (Volume) B5,Full time,28880.43,0.0,0.0,28880.43,0.0,0,,,0.0,,0.0,0.0,0.0,Retail Banking
32470,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Shared Services (Amit Sakhuja),C,Male,41 - 50,White,White,United Kingdom,WoW - Software Engineer C9,Full time,105354.49,0.03,108511.58,108511.58,105354.49,1,Yes,Yes,105354.49,Performing,9800.0,0.093019,0.25,NatWest Digital X
32471,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst B5,Part time,23588.15,0.07,29447.345701,25239.32,23588.15,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32472,Risk (Keiran Foad),Non-Financial Risk (Marcus Wogart),Compliance & Conduct (Es Nelson-Jones),C,Male,31 - 40,White,White,United Kingdom,Surveillance Lead C11,Full time,69000.0,0.03,71070.0,71070.0,69000.0,1,Yes,Yes,69000.0,Performing,10000.0,0.144928,0.25,Risk
32474,People (Maria Kokkinou),Culture and Capability (Michelle Blayney),Team (Daniel Grace),C,Female,31 - 40,White,White,United Kingdom,Human Resources Consultant C9,Part time,57000.0,0.02,72675.0,58140.0,57000.0,1,Yes,Yes,57000.0,Performing,750.0,0.013158,0.25,People
32477,Retail Banking (Solange Chamberlain),"Customer Vulnerability, Retail Controls & Remediation (Brian Holland)",Remediation Team (Dean Khan),B,Male,31 - 40,White,White,United Kingdom,Remediation & Proposition Simplification Analyst B7,Full time,42301.63,0.0426,44101.63,44101.63,42301.63,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32478,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Female,41 - 50,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,30496.2,0.0538,32135.94,32135.94,30496.2,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32483,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),FinCrime Technology Team (Nigel Hayward),D,Male,31 - 40,White,White,United Kingdom,WoW - Platform Lead D13,Full time,180000.0,0.0,180000.0,180000.0,0.0,0,Yes,Yes,180000.0,Performing,81000.0,0.45,0.5,Customer & Operations
32484,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Male,31 - 40,White,White,United Kingdom,Personal Banker (Volume) A4,Full time,27380.34,0.0473,28675.55,28675.55,27380.34,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32486,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,28985.0,0.0578,30659.12,30659.12,28985.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
1443,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),"Private Banking, Products and Solutions – Specialists (Andrew Ford)",C,Male,61 - 64,White,White,United Kingdom,Lending Specialist C11,Full time,103723.34,0.0225,106057.12,106057.12,103723.34,1,Yes,Yes,103723.34,Performing,0.0,0.0,0.25,Private Banking & Wealth Management
1483,Wealth Businesses (Emma Crystal),Banking & Lending (Dylan Williams),"Private Banking, Products and Solutions – Client Lifecycle Services (Sarah Roberts)",C,Female,41 - 50,White,White,United Kingdom,Client Journey Manager C11,Full time,78540.0,0.0378,81505.0,81505.0,78540.0,1,Yes,Yes,78540.0,Performing,26000.0,0.331042,0.25,Private Banking & Wealth Management
32491,People (Maria Kokkinou),Commercial & Institutional and Inclusion (Anjali Tull),Learning & Development (Gavin McQuillan),B,Male,41 - 50,White,White,United Kingdom,Learning Designer B7,Full time,37358.0,0.0643,39761.0,39761.0,37358.0,1,Yes,,0.0,,0.0,0.0,0.0,People
32493,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,47106.47,0.0282,48433.78,48433.78,47106.47,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32494,Customer & Operations (James Holian),Shared Services (Rosalin Williams),Customer Experience & Business Management (Rosalin Williams (Inherited)),B,Male,31 - 40,White,White,United Kingdom,Customer Service & Operations Unit Leader B7,Full time,34786.0,0.0794,37547.09,37547.09,34786.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32498,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),COO (Joan Meehan),B,Female,31 - 40,White,White,United Kingdom,Programme or Project Officer B7,Full time,61073.66,0.0426,63673.66,63673.66,61073.66,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32499,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),Unsecured Lending (Martin Moore),B,Female,21 - 30,White,White,United Kingdom,Journey Developer B7,Full time,40554.46,0.0444,42354.46,42354.46,40554.46,1,Yes,,40554.46,Performing,0.0,0.0,0.0,Retail Banking
32500,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Unit Leader - Fraud Prevention B7,Full time,42940.26,0.0501,45090.26,45090.26,42940.26,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
20912,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Chief Operating Office (APAC) (Tom Costello),C,Female,41 - 50,White,White,United Kingdom,Performance & Business Management Manager C9,Full time,73000.0,0.0548,77000.0,77000.0,73000.0,1,Yes,Yes,64000.0,Performing,8000.0,0.125,0.15,NatWest Markets
55203,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),NWM Chief Risk Officer (Abib Bocresion),D,Female,51 - 60,White,White,United States of America,Compliance Lead (Regulated) D13,Full time,322691.6,0.0,322691.6,322691.6,0.0,0,Yes,Yes,322691.6,Performing,208800.45,0.647059,0.5,NatWest Markets
32503,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Male,21 - 30,White,White,United Kingdom,Complaints Handler B5,Full time,28118.66,0.045,29384.0,29384.0,28118.66,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32504,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Payments (Simon Eacott),B,Female,41 - 50,White,White,United Kingdom,Portfolio Analyst B7,Full time,45942.32,0.03,47320.59,47320.59,45942.32,1,Yes,,0.0,,0.0,0.0,0.0,Payments CoE
32506,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,51 - 60,White,White,United Kingdom,Personal Banker (Volume) A4,Part time,16205.42,0.0578,28571.166667,17142.7,16205.42,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32511,People (Maria Kokkinou),"Function COO, Group COO (Matt Harrington)",Workplace Service Centre (Nathan Haywood),A,Male,51 - 60,White,White,United Kingdom,Service Analyst A4,Full time,28582.5,0.04,29725.8,29725.8,28582.5,1,Yes,,0.0,,0.0,0.0,0.0,People
32514,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,34298.23,0.03,35327.18,35327.18,34298.23,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32515,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Digital Banking (Jonathan Hall),C,Female,31 - 40,White,White,United Kingdom,Digital Experience Lead C11,Full time,84682.7,0.0303,87249.7,87249.7,84682.7,1,Yes,Yes,84682.7,Performing,7000.0,0.082662,0.25,C&I RFB
32517,Risk (Keiran Foad),Non-Financial Risk (Marcus Wogart),Compliance & Conduct (Es Nelson-Jones),C,Male,41 - 50,White,White,United Kingdom,Compliance Manager C11,Full time,88216.19,0.0175,89759.97,89759.97,88216.19,1,Yes,Yes,88216.19,Performing,10500.0,0.119026,0.25,Risk
1578,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Shona Pushpaharan),C,Male,51 - 60,White,White,United Kingdom,Commercial Banker - Private Banking C11,Full time,107574.97,0.02,109726.47,109726.47,107574.97,1,Yes,Yes,107574.97,Performing,32500.0,0.302115,0.25,Private Banking & Wealth Management
